iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_loss,param_l1_ratio,param_epsilon,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,20,0.028615665435791016,0.0033614970219143442,0.00020003318786621094,0.0004000663757324219,l2,squared_loss,0.29,0.89,0.0002,"{'penalty': 'l2', 'loss': 'squared_loss', 'l1_ratio': 0.29, 'epsilon': 0.89, 'alpha': 0.0002}",0.75,0.0,0.5,0.25,0.5,0.4,0.25495097567963926,1687,0.3125,0.5,0.5625,0.25,0.625,0.45,0.14469796128487783
0,20,0.04321918487548828,0.004170189500558353,0.00039997100830078123,0.0004898624411217046,l2,hinge,0.7,0.78,0.0003,"{'penalty': 'l2', 'loss': 'hinge', 'l1_ratio': 0.7, 'epsilon': 0.78, 'alpha': 0.0003}",0.5,0.5,0.75,0.75,0.25,0.55,0.18708286933869706,1116,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.03962907791137695,0.007140034484008982,0.0004001617431640625,0.0004900962514388981,l2,log,0.23,0.01,0.0008,"{'penalty': 'l2', 'loss': 'log', 'l1_ratio': 0.23, 'epsilon': 0.01, 'alpha': 0.0008}",0.25,0.5,0.5,0.75,0.75,0.55,0.18708286933869706,1116,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.030219554901123047,0.008581037609497372,0.00020017623901367188,0.00040035247802734376,l1,squared_epsilon_insensitive,0.83,0.77,0.0002,"{'penalty': 'l1', 'loss': 'squared_epsilon_insensitive', 'l1_ratio': 0.83, 'epsilon': 0.77, 'alpha': 0.0002}",0.5,0.75,0.75,0.0,0.5,0.5,0.27386127875258304,1342,0.5,0.5,0.625,0.625,0.75,0.6,0.09354143466934853
0,20,0.031229686737060548,0.001160835371422794,0.0006003379821777344,0.0004901744046364146,l2,squared_epsilon_insensitive,0.94,0.68,0.0005,"{'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'l1_ratio': 0.94, 'epsilon': 0.68, 'alpha': 0.0005}",0.5,0.0,0.25,0.0,0.25,0.2,0.18708286933869708,1864,0.5625,0.5,0.4375,0.5,0.625,0.525,0.0637377439199098
0,20,0.029429197311401367,0.002648364355699296,0.0004002571105957031,0.0004902128434401034,elasticnet,squared_loss,0.59,0.52,0.0001,"{'penalty': 'elasticnet', 'loss': 'squared_loss', 'l1_ratio': 0.59, 'epsilon': 0.52, 'alpha': 0.0001}",0.5,1.0,0.25,0.75,0.25,0.55,0.291547594742265,1116,0.625,0.4375,0.5625,0.5,0.625,0.55,0.07288689868556626
0,20,0.05285954475402832,0.02130885767412,0.0004001140594482422,0.000490037694480031,l2,epsilon_insensitive,0.29,0.01,0.0002,"{'penalty': 'l2', 'loss': 'epsilon_insensitive', 'l1_ratio': 0.29, 'epsilon': 0.01, 'alpha': 0.0002}",0.25,1.0,0.75,0.25,0.25,0.5,0.31622776601683794,1342,0.625,0.375,0.625,0.3125,0.5,0.4875,0.12747548783981963
0,20,0.03322658538818359,0.007564455998548247,0.00040044784545898435,0.0004904464681659778,l1,modified_huber,0.84,0.62,0.0008,"{'penalty': 'l1', 'loss': 'modified_huber', 'l1_ratio': 0.84, 'epsilon': 0.62, 'alpha': 0.0008}",0.75,0.25,0.75,0.75,0.5,0.6,0.2,772,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,20,0.03082437515258789,0.0007387599081346265,0.00019979476928710938,0.00039958953857421875,l1,squared_epsilon_insensitive,0.74,0.68,0.0005,"{'penalty': 'l1', 'loss': 'squared_epsilon_insensitive', 'l1_ratio': 0.74, 'epsilon': 0.68, 'alpha': 0.0005}",0.25,0.5,0.75,0.25,1.0,0.55,0.291547594742265,1116,0.625,0.5,0.6875,0.5625,0.6875,0.6125,0.07288689868556626
0,20,0.03382716178894043,0.0068163061864337125,0.00020012855529785156,0.0004002571105957031,l1,log,0.59,0.61,0.0003,"{'penalty': 'l1', 'loss': 'log', 'l1_ratio': 0.59, 'epsilon': 0.61, 'alpha': 0.0003}",0.75,0.75,0.5,0.75,0.5,0.65,0.1224744871391589,423,1.0,1.0,1.0,1.0,1.0,1.0,0.0
