0.001,100.0,0.10439167962663132,0.01202818799377763,0.008678100009768135
0.005,100.0,0.43225726708025014,0.04573319970802047,0.029834113231822484
0.01,100.0,0.6951206934840981,0.06860855418113966,0.038780039563814005
0.05,100.0,1.089969183119605,0.11200686865659006,0.01799780435581843
0.1,100.0,1.0964316878594287,0.124362074349914,0.005657641165431585
0.5,100.0,1.0964608113924048,0.12861719390874365,0.0014025223111921751
1.0,100.0,1.096460811392405,0.1286172323233758,0.0014024838965557326
5.0,100.0,-1.151148803481316e+72,-1.857234780657224e+87,-1.857234780657224e+87
10.0,100.0,-8.969083026118232e+104,-1.306120657185954e+120,-1.3061206571859543e+120
0.78125,100.0,1.096460811392405,0.12861723231890781,0.001402483901028016
