svm_linear,0.5900000000000001,0.59
svm_polynomial,0.7433333333333334,0.7
svm_rbf,0.97,0.945
logistic,0.6133333333333334,0.6
knn,0.9533333333333334,0.92
decision_tree,0.9833333333333332,0.975
random_forest,0.9666666666666666,0.97
