bfs_cost_of_path,bfs_max_ram_usage,bfs_max_search_depth, bfs_nodes_expanded ,bfs_path_to_goal,bfs_running_time, bfs_search_depth ,dfs_cost_of_path,dfs_max_ram_usage, dfs_max_search_depth , dfs_nodes_expanded ,dfs_running_time, dfs_search_depth ,grid,i
1,0.0000933888,1, 1 ,U,0.0000000000, 1 ,1,0.0000933888, 1 , 1 ,0.0000000000, 1 ,"3,1,2,0,4,5,6,7,8",0
21,0.4478648320,22," 78,415 ",LLDRURDLLUURDLDRURULL,1.7085237503, 21 ,395,0.0037191680, 395 , 404 ,0.0069992542, 395 ,"7,1,5,8,2,0,3,6,4",1
24,0.4499193856,25," 134,620 ",LULURDDLURRDLURULDRDLLUU,2.7246382236, 24 ,466,0.0037732352, 466 , 479 ,0.0080008507, 466 ,"7,3,4,2,6,8,5,1,0",2
22,0.4498653184,23," 85,629 ",ULLDRURDLUULDDRURDLUUL,1.6241042614, 22 ,1470,0.0144883712," 1,470 "," 1,510 ",0.0249965191," 1,470 ","4,8,2,5,6,7,1,3,0",3
22,0.4498653184,23," 73,801 ",UULDLURDDLURRDLLURRULL,1.6523995399, 22 ,2050,0.0149209088," 2,050 "," 2,106 ",0.0340001583," 2,050 ","7,5,3,2,1,4,8,6,0",4
25,0.4508385280,26," 153,399 ",DLULDRULURDDLURRULLDDRUUL,3.0812358856, 25 ,2205,0.0150290432," 2,205 "," 2,267 ",0.0379989147," 2,205 ","3,4,5,1,6,0,2,8,7",5
22,0.4506763264,23," 81,888 ",ULDDRUULDRURDDLUURDLUL,1.7350292206, 22 ,2380,0.0151371776," 2,380 "," 2,448 ",0.0399975777," 2,380 ","3,8,5,7,0,4,1,6,2",6
19,0.2273312768,20," 42,101 ",RULLURRDLLURRDLDLUU,0.9951968193, 19 ,2507,0.0151912448," 2,507 "," 2,576 ",0.0429997444," 2,507 ","5,6,3,2,1,8,7,0,4",7
24,0.4506763264,25," 128,992 ",ULDRURDDLLUURRDDLURDLLUU,2.4905385971, 24 ,2692,0.0153534464," 2,692 "," 2,768 ",0.0449991226," 2,692 ","8,7,3,6,0,1,5,4,2",8
19,0.2272231424,20," 33,507 ",DRUURDDLULURDLDRULU,0.5549995899, 19 ,2613,0.0152993792," 2,613 "," 2,685 ",0.0450005531," 2,613 ","7,6,3,0,8,2,1,4,5",9
19,0.2272231424,20," 36,883 ",LDDRULDRRUULDRDLUUL,0.7530014515, 19 ,2961,0.0155156480," 2,961 "," 3,042 ",0.0499963760," 2,961 ","2,0,7,1,6,5,4,3,8",10
26,0.4499193856,27," 156,342 ",DDRUULDRDLURURDDLUURDDLULU,3.1715397835, 26 ,2972,0.0155156480," 2,972 "," 3,052 ",0.0499997139," 2,972 ","0,6,7,8,4,1,3,5,2",11
14,0.0557809664,15," 4,250 ",LULDRURDLLURUL,0.0699987411, 14 ,3042,0.0558350336," 3,042 "," 3,125 ",0.0530002117," 3,042 ","1,4,2,8,7,3,6,5,0",12
26,0.8671428608,27," 165,914 ",URRDLURULDRDLURULDLDRRULLU,3.4030010700, 26 ,3236,0.0559431680," 3,236 "," 3,323 ",0.0549979210," 3,236 ","3,8,6,4,5,7,0,1,2",13
21,0.4478648320,22," 73,802 ",LDRRULDRDLULDRUULDRUL,1.4470009804, 21 ,3273,0.0559972352," 3,273 "," 3,360 ",0.0559995174," 3,273 ","2,0,6,4,7,3,1,8,5",14
16,0.0590790656,17," 11,961 ",DRULLURRDLDLURUL,0.1909992695, 16 ,3376,0.0560513024," 3,376 "," 3,468 ",0.0569980145," 3,376 ","6,1,4,5,0,8,7,2,3",15
23,0.4508385280,24," 104,266 ",ULDRULLDRURDLLURDDRUULL,2.2031342983, 23 ,3477,0.0561053696," 3,477 "," 3,569 ",0.0599989891," 3,477 ","8,5,2,3,1,0,6,4,7",16
23,0.4508385280,24," 116,388 ",RULDRDLURRDLURULLDRRULL,2.2570381165, 23 ,3561,0.0561594368," 3,561 "," 3,655 ",0.0600004196," 3,561 ","5,6,4,0,2,7,8,1,3",17
24,0.4506763264,25," 138,718 ",DLURRULLDRDRUULDDRUULDLU,2.8688728809, 24 ,3112,0.0558891008," 3,112 "," 3,198 ",0.0600018501," 3,112 ","5,8,7,6,0,4,2,3,1",18
20,0.2292776960,21," 38,847 ",UULDDRULLDRRULDLURUL,0.7851464748, 20 ,3590,0.0562135040," 3,590 "," 3,684 ",0.0609979630," 3,590 ","1,2,3,5,4,7,6,8,0",19
14,0.0558891008,15," 4,729 ",RRULLDRUULDRUL,0.0739991665, 14 ,4106,0.0565379072," 4,106 "," 4,216 ",0.0690007210," 4,106 ","4,3,2,7,5,8,0,1,6",20
27,0.8667103232,28," 175,109 ",DRUULDDRUULDRRULDRDLULDRULU,3.5322475433, 27 ,4481,0.0568082432," 4,481 "," 4,598 ",0.0750000477," 4,481 ","7,8,6,0,4,1,2,3,5",21
18,0.2248441856,19," 27,280 ",DRULDLURRDLLUURDLU,0.6044631004, 18 ,3026,0.0558350336," 3,026 "," 3,110 ",0.0770001411," 3,026 ","4,3,2,7,0,5,8,1,6",22
24,0.4499193856,25," 132,354 ",RUULDRURDDLUULDRRULDDLUU,2.6114592552, 24 ,5284,0.0573489152," 5,284 "," 5,429 ",0.0889976025," 5,284 ","4,3,6,2,8,5,0,7,1",23
24,0.4499193856,25," 117,612 ",DDLUURDDLLUURRDLDLUURDLU,2.3987028599, 24 ,5416,0.0574029824," 5,416 "," 5,555 ",0.0919983387," 5,416 ","6,5,0,7,8,4,1,2,3",24
21,0.2332786688,22," 60,842 ",ULDLDRRUULDLDRRUULDLU,1.2679967880, 21 ,2753,0.0153534464," 2,753 "," 2,829 ",0.0952563286," 2,753 ","3,8,7,2,5,0,1,4,6",25
20,0.2294398976,21," 53,818 ",LLDRDLURURDDLUURDLLU,1.1722159386, 20 ,6032,0.0578355200," 6,032 "," 6,187 ",0.1020002365," 6,032 ","7,5,0,3,6,1,8,4,2",26
26,0.4499193856,27," 157,117 ",UULDDRUULLDRRULLDRDLURRULL,3.0772552490, 26 ,6104,0.0578895872," 6,104 "," 6,262 ",0.1049997807," 6,104 ","5,6,8,2,4,3,7,1,0",27
24,0.4499193856,25," 131,250 ",DLLDRRUULDLDRULURDRDLLUU,2.6419563293, 24 ,6366,0.0580517888," 6,366 "," 6,532 ",0.1069996357," 6,366 ","6,2,0,3,5,4,8,1,7",28
23,0.4508385280,24," 118,728 ",LURRULDDRULDLUURDLDRUUL,2.6084325314, 23 ,6421,0.0581058560," 6,421 "," 6,588 ",0.1079976559," 6,421 ","7,2,8,6,3,1,5,0,4",29
18,0.2237628416,19," 23,956 ",RULURDRULDLURDRULL,0.6291184425, 18 ,5460,0.0574570496," 5,460 "," 5,612 ",0.1169970036," 5,460 ","2,3,4,5,7,1,0,6,8",30
21,0.2332786688,22," 61,445 ",ULDRDLUULDDRULURRDLLU,1.2271978855, 21 ,4037,0.0564838400," 4,037 "," 4,141 ",0.1189997196," 4,037 ","3,1,6,4,7,0,5,8,2",31
25,0.4508385280,26," 155,234 ",LDDRUURDDLUURDLLURRDDLUUL,3.0373730659, 25 ,7759,0.0589709312," 7,759 "," 7,963 ",0.1299993992," 7,759 ","8,0,2,3,5,1,7,6,4",32
22,0.4498112512,23," 72,599 ",UURDDLURRULDRDLUURDLLU,1.4320180416, 22 ,7922,0.0590790656," 7,922 "," 8,148 ",0.1349949837," 7,922 ","6,3,7,8,1,5,0,4,2",33
18,0.2233843712,19," 21,261 ",ULDRUULLDRURDLDLUU,0.3930013180, 18 ,6942,0.0584302592," 6,942 "," 7,119 ",0.1409959793," 6,942 ","5,1,2,3,8,4,7,6,0",34
17,0.2220326912,18," 19,309 ",LLURRDDLLURRDLLUU,0.3129966259, 17 ,8269,0.0592953344," 8,269 "," 8,487 ",0.1422519684," 8,269 ","7,3,1,6,2,0,8,5,4",35
23,0.4508385280,24," 121,060 ",RDRULURDLDLUURDLDRRULLU,2.6008055210, 23 ,9095,0.0598360064," 9,095 "," 9,355 ",0.1534359455," 9,095 ","5,8,3,0,4,7,6,2,1",36
23,0.4508385280,24," 112,011 ",DRURULDLDRRUULDLURDDLUU,2.2426714897, 23 ,9215,0.0599441408," 9,215 "," 9,477 ",0.1569995880," 9,215 ","6,5,8,0,7,2,3,1,4",37
23,0.4508385280,24," 104,447 ",URDRDLUURDDLUURDLLDRULU,2.0494031906, 23 ,5157,0.0572407808," 5,157 "," 5,290 ",0.1590008736," 5,157 ","7,3,5,0,6,8,4,2,1",38
24,0.4499193856,25," 138,436 ",RRDDLURULDRDLULDRURDLULU,2.7116990089, 24 ,9924,0.0604307456," 9,924 "," 10,203 ",0.1679980755," 9,924 ","0,3,2,8,5,6,4,7,1",39
16,0.0576192512,17," 7,601 ",DDLULURRDLLDRULU,0.1229999065, 16 ,10140,0.0605388800," 10,140 "," 10,407 ",0.1719987392," 10,140 ","7,3,0,5,6,1,4,8,2",40
28,0.8671428608,29," 179,606 ",DRRULDRDLUULDDRULURDRULLDRUL,3.6744608879, 28 ,10088,0.0605388800," 10,088 "," 10,374 ",0.1719992161," 10,088 ","0,5,6,4,1,7,2,8,3",41
24,0.4499193856,25," 134,340 ",RUURDLLURRDDLULDRURULDLU,2.5799629688, 24 ,5356,0.0574029824," 5,356 "," 5,503 ",0.1809940338," 5,356 ","7,5,3,6,8,2,0,4,1",42
20,0.2294398976,21," 47,531 ",LDDLUURDDRUULLDRRULL,1.0170760155, 20 ,8568,0.0595116032," 8,568 "," 8,790 ",0.1849973202," 8,568 ","1,4,0,6,2,8,3,5,7",43
26,0.4499193856,27," 157,177 ",UURDDRULURDLLURDDLUURDDLUU,3.1916844845, 26 ,11114,0.0611876864," 11,114 "," 11,430 ",0.1900002956," 11,114 ","3,7,6,4,5,8,0,2,1",44
21,0.4478648320,22," 71,462 ",LUURRDLULDRDRULURDLLU,1.5180802345, 21 ,11473,0.0614039552," 11,473 "," 11,788 ",0.1940007210," 11,473 ","3,5,4,6,8,1,2,0,7",45
16,0.0578355200,17," 8,391 ",ULULDRDRULURDLLU,0.1370878220, 16 ,11476,0.0614039552," 11,476 "," 11,791 ",0.1949982643," 11,476 ","5,4,1,3,8,7,6,2,0",46
29,0.8668725248,30," 180,976 ",ULURDRULDRDLLURRDLLUURDRDLLUU,3.6713061333, 29 ,4509,0.0568082432," 4,509 "," 4,626 ",0.1980195045," 4,509 ","8,6,7,2,4,3,5,0,1",47
24,0.4499193856,25," 130,791 ",URRDLUURDLLDRUULDRURDLLU,2.5260429382, 24 ,6868,0.0583761920," 6,868 "," 7,065 ",0.2030494213," 6,868 ","5,2,4,3,7,6,0,8,1",48
23,0.4508385280,24," 107,856 ",ULURRDLDLURDRUULDDRUULL,2.1630012989, 23 ,11773,0.0616202240," 11,773 "," 12,096 ",0.2050006390," 11,773 ","6,1,5,7,3,8,2,0,4",49
24,0.4499193856,25," 132,864 ",RUULDRRULLDDRUULDRRDLUUL,2.7102439404, 24 ,12616,0.2232221696," 12,616 "," 12,972 ",0.2119994164," 12,616 ","2,4,7,3,6,8,0,1,5",50
22,0.4506763264,23," 87,481 ",URDDLULURRDLDRULLDRUUL,1.7693488598, 22 ,12556,0.2232221696," 12,556 "," 12,909 ",0.2119998932," 12,556 ","7,5,1,8,0,4,3,6,2",51
19,0.2271690752,20," 36,262 ",DRDLLURRDLUURDDLULU,0.7360000610, 19 ,10593,0.0608632832," 10,593 "," 10,884 ",0.2130019665," 10,593 ","3,0,1,6,7,4,5,2,8",52
19,0.2271150080,20," 32,909 ",DLUULDDRUULDRRULDLU,0.5489988327, 19 ,2533,0.0152453120," 2,533 "," 2,603 ",0.2190008163," 2,533 ","4,7,5,2,6,0,3,8,1",53
21,0.4478648320,22," 67,720 ",DRURULDRDLULDRURDLLUU,1.3807094097, 21 ,10227,0.0605929472," 10,227 "," 10,519 ",0.2249996662," 10,227 ","3,2,7,0,5,1,8,6,4",54
27,0.8668725248,28," 178,184 ",RDLDLUURDDRULDLUURRDLDLURUL,3.6073057652, 27 ,13405,0.2237628416," 13,405 "," 13,792 ",0.2279970646," 13,405 ","7,0,6,3,8,4,2,1,5",55
24,0.4499193856,25," 140,087 ",RRDLLDRRULLURRDLDLUURDLU,2.8994858265, 24 ,13288,0.2236547072," 13,288 "," 13,667 ",0.2335088253," 13,288 ","0,6,4,2,8,3,5,7,1",56
22,0.4498112512,23," 85,542 ",DRRDLURULDDLUURDDLURUL,1.8662540913, 22 ,14598,0.2245197824," 14,598 "," 15,040 ",0.2479989529," 14,598 ","0,2,5,6,7,4,3,8,1",57
22,0.4498653184,23," 72,930 ",DDLUURDDLULURRDLLDRUUL,1.6292982101, 22 ,10984,0.0610795520," 10,984 "," 11,276 ",0.2530004978," 10,984 ","7,6,0,5,8,1,3,2,4",58
20,0.2294398976,21," 45,153 ",DLDRUULLDRRDLUURDLUL,1.0572149754, 20 ,12800,0.2233303040," 12,800 "," 13,146 ",0.2539985180," 12,800 ","5,4,0,1,2,7,6,3,8",59
24,0.4499193856,25," 118,818 ",DDLULURDRDLLUURRDLDRULLU,2.3648033142, 24 ,10014,0.0604848128," 10,014 "," 10,278 ",0.2539987564," 10,014 ","6,4,0,3,7,1,5,2,8",60
20,0.2294398976,21," 45,153 ",DLDRUULLDRRDLUURDLUL,0.8871428967, 20 ,12800,0.2233303040," 12,800 "," 13,146 ",0.2559998035," 12,800 ","5,4,0,1,2,7,6,3,8",61
23,0.4508385280,24," 104,756 ",DDRULLURDDLUURRDLDRULUL,2.2219986916, 23 ,10571,0.0608632832," 10,571 "," 10,862 ",0.2569959164," 10,571 ","6,0,4,1,3,7,5,2,8",62
16,0.0577273856,17," 7,756 ",DDLURULDLURRDLLU,0.1930696964, 16 ,13248,0.2236547072," 13,248 "," 13,609 ",0.2569994926," 13,248 ","4,1,0,5,7,2,6,8,3",63
25,0.4508385280,26," 158,953 ",LDLURDRULURDLDLUURDLDRUUL,3.1402130127, 25 ,15333,0.2250063872," 15,333 "," 15,800 ",0.2609989643," 15,333 ","7,5,1,6,8,0,2,3,4",64
24,0.4499193856,25," 136,067 ",LULDRULURRDLLURDLDRRUULL,2.7373392582, 24 ,9392,0.0600522752," 9,392 "," 9,641 ",0.2619996071," 9,392 ","2,4,1,6,3,5,8,7,0",65
23,0.4508385280,24," 100,348 ",UULDDRRULLURRDLLDRRULUL,2.1394684315, 23 ,15585,0.2251685888," 15,585 "," 16,061 ",0.2669978142," 15,585 ","1,2,4,5,3,7,8,0,6",66
20,0.2294398976,21," 50,600 ",RULDRRUULLDRDRULDLUU,1.0140757561, 20 ,13856,0.2240331776," 13,856 "," 14,256 ",0.2729992867," 13,856 ","1,2,8,6,7,4,0,3,5",67
25,0.4508385280,26," 144,067 ",UULDRURDLULDRURDDLURDLLUU,2.8623039722, 25 ,10845,0.0610254848," 10,845 "," 11,146 ",0.2735216618," 10,845 ","2,3,6,8,5,1,7,0,4",68
25,0.4508385280,26," 144,818 ",DDLURRULDRDLLUURDRULDDLUU,2.9190754890, 25 ,10941,0.0610795520," 10,941 "," 11,243 ",0.2869987488," 10,941 ","6,0,2,4,5,3,8,7,1",69
21,0.4479188992,22," 76,843 ",RULULDRURDLDLUURDDLUU,1.4911985397, 21 ,13721,0.2239791104," 13,721 "," 14,115 ",0.2879986763," 13,721 ","5,7,3,6,2,8,4,0,1",70
23,0.4508385280,24," 116,945 ",RULDRRDLURULLDDRURDLULU,2.4084362984, 23 ,17041,0.2260336640," 17,041 "," 17,611 ",0.2915406227," 17,041 ","2,3,7,0,1,6,4,5,8",71
23,0.4508385280,24," 104,308 ",ULDRULLDRDLURRDLUURDLUL,2.1030516624, 23 ,12575,0.2232221696," 12,575 "," 12,926 ",0.2929997444," 12,575 ","5,7,6,1,4,0,8,3,2",72
16,0.0582139904,17," 9,992 ",LUURDDLLUURDRULL,0.1580512524, 16 ,17642,0.2264662016," 17,642 "," 18,219 ",0.3019993305," 17,642 ","3,2,1,6,8,5,7,4,0",73
23,0.4508385280,24," 105,276 ",URDRDLLURRULDDRUULDDLUU,2.2730801105, 23 ,18187,0.2267906048," 18,187 "," 18,824 ",0.3089993000," 18,187 ","7,3,8,0,5,6,1,4,2",74
21,0.4479188992,22," 69,565 ",DRDLLURRDLUULDDRRULLU,1.6153554916, 21 ,14829,0.2246819840," 14,829 "," 15,284 ",0.3129999638," 14,829 ","1,0,2,4,5,3,7,8,6",75
17,0.0601063424,18," 13,195 ",URDLURRDDLULDRUUL,0.2180001736, 17 ,8997,0.0597819392," 8,997 "," 9,255 ",0.3130929470," 8,997 ","6,7,4,0,1,2,3,8,5",76
22,0.4506763264,23," 96,963 ",DRULDLURDRULULDDRRULUL,1.9937312603, 22 ,18608,0.2271150080," 18,608 "," 19,257 ",0.3161358833," 18,608 ","4,5,2,3,0,6,8,7,1",77
23,0.4508385280,24," 120,915 ",LDRUULLDRRULDDRUULDDLUU,2.4791147709, 23 ,13555,0.2238709760," 13,555 "," 13,945 ",0.3179988861," 13,555 ","5,8,2,3,4,0,7,6,1",78
24,0.4499193856,25," 131,753 ",RUULDDRUURDDLURULDDRUULL,2.7030420303, 24 ,13930,0.2240872448," 13,930 "," 14,331 ",0.3229990005," 13,930 ","4,7,5,1,6,8,0,3,2",79
17,0.2213838848,18," 14,238 ",DLURDLDRRUULDRULL,0.3790001869, 17 ,16835,0.2259795968," 16,835 "," 17,376 ",0.3269982338," 16,835 ","2,0,4,5,1,8,3,6,7",80
25,0.4508385280,26," 146,528 ",ULDLDRURULLDDRUULDRRDLUUL,3.0669066906, 25 ,19303,0.2275475456," 19,303 "," 19,974 ",0.3290002346," 19,303 ","3,7,8,6,2,0,4,1,5",81
17,0.2220326912,18," 19,193 ",LLURDRULLDRDLURUL,0.5762407780, 17 ,16495,0.2257633280," 16,495 "," 17,010 ",0.3309981823," 16,495 ","1,4,5,2,6,0,7,3,8",82
17,0.2220867584,18," 19,193 ",LLURDRULLDRDLURUL,0.6459996700, 17 ,16495,0.2257633280," 16,495 "," 17,010 ",0.3369984627," 16,495 ","1,4,5,2,6,0,7,3,8",83
23,0.4508385280,24," 105,054 ",DDRULLURRDLLURDLDRRULLU,2.1179997921, 23 ,16791,0.2259255296," 16,791 "," 17,328 ",0.3529205322," 16,791 ","1,0,3,8,5,7,4,2,6",84
17,0.2218704896,18," 17,770 ",LURDLLURDLDRURULL,0.4950721264, 17 ,18115,0.2267906048," 18,115 "," 18,726 ",0.3629996777," 18,115 ","7,4,1,2,5,0,3,6,8",85
19,0.2272231424,20," 38,132 ",LURURDDLUURDDLLURUL,0.8429994583, 19 ,17563,0.2264121344," 17,563 "," 18,136 ",0.3679993153," 17,563 ","1,8,3,7,6,4,5,0,2",86
26,0.4499193856,27," 159,416 ",DDRURDLURULDLURDLDRURULDLU,3.3043656349, 26 ,21674,0.2289532928," 21,674 "," 22,530 ",0.3710021973," 21,674 ","0,5,1,7,8,6,2,4,3",87
22,0.4506763264,23," 102,204 ",LDRRUULDLURDDLURDRUULL,2.0132260323, 22 ,17818,0.2265743360," 17,818 "," 18,412 ",0.3739988804," 17,818 ","6,5,8,1,0,7,2,4,3",88
26,0.4499193856,27," 157,189 ",UURDDRULURDLLURDDLURRDLLUU,3.1542210579, 26 ,22078,0.2292236288," 22,078 "," 22,952 ",0.3759970665," 22,078 ","1,7,3,8,4,5,0,2,6",89
22,0.4498112512,23," 84,957 ",URRULLDRRULLDRDRUULDLU,1.8559999466, 22 ,17928,0.2266284032," 17,928 "," 18,515 ",0.3769993782," 17,928 ","5,8,4,6,2,3,0,1,7",90
19,0.2266824704,20," 28,976 ",UULDDRURDLURULDDLUU,0.6162233353, 19 ,18661,0.2271150080," 18,661 "," 19,308 ",0.3779952526," 18,661 ","2,8,5,3,7,4,6,0,1",91
23,0.4508385280,24," 121,665 ",RDLULDDRULURRDLLURRDLUL,2.4671421051, 23 ,22175,0.2293317632," 22,175 "," 23,030 ",0.3810002804," 22,175 ","3,0,7,5,4,1,2,6,8",92
22,0.4498653184,23," 83,769 ",DLLURDDLUURDDRULDLURUL,1.6679997444, 22 ,19056,0.2273312768," 19,056 "," 19,721 ",0.3850679398," 19,056 ","7,6,0,1,8,2,5,4,3",93
21,0.2332786688,22," 58,829 ",URDDRULURDLDLURDRULUL,1.4154636860, 21 ,19881,0.2278719488," 19,881 "," 20,586 ",0.3909988403," 19,881 ","6,1,4,0,8,7,5,2,3",94
20,0.2307375104,21," 51,412 ",DLUURDLDRRULLDRRULLU,1.0369992256, 20 ,20904,0.2285207552," 20,904 "," 21,684 ",0.4029986858," 20,904 ","8,3,2,5,0,7,4,1,6",95
20,0.2294398976,21," 46,042 ",ULLURDRULDDRULLDRULU,1.0765128136, 20 ,21636,0.2290073600," 21,636 "," 22,466 ",0.4109995365," 21,636 ","7,3,8,2,1,6,4,5,0",96
22,0.4498653184,23," 85,271 ",DRRDLUURDLULDDRURDLULU,1.7369050980, 22 ,21066,0.2285748224," 21,066 "," 21,869 ",0.4229993820," 21,066 ","0,7,8,1,3,6,4,5,2",97
25,0.4508385280,26," 160,610 ",RDLLURDDLUURRDLULDRDRULUL,3.3111505508, 25 ,24837,0.2309537792," 24,837 "," 25,896 ",0.4240000248," 24,837 ","6,0,1,4,2,3,5,8,7",98
19,0.2268446720,20," 29,834 ",ULDLURDLDRULURRDLUL,0.6239969730, 19 ,21087,0.2286288896," 21,087 "," 21,871 ",0.4251461029," 21,087 ","7,4,2,1,3,0,5,6,8",99
27,0.8668725248,28," 171,338 ",DDLUURDLURRDDLUULDRRDLLURUL,3.3760955334, 27 ,18009,0.2266824704," 18,009 "," 18,617 ",0.4262742996," 18,009 ","8,0,6,7,1,2,5,4,3",100
22,0.4498653184,23," 90,463 ",LDLDRUULDDRURULDRDLLUU,1.8879990578, 22 ,21404,0.2287910912," 21,404 "," 22,213 ",0.4299991131," 21,404 ","2,4,0,7,8,1,3,6,5",101
23,0.4508385280,24," 108,819 ",DLUULDDRURDLLURURDDLLUU,2.2212562561, 23 ,24909,0.2310078464," 24,909 "," 25,975 ",0.4300017357," 24,909 ","4,5,1,3,8,0,7,2,6",102
24,0.4499193856,25," 125,693 ",DRURDLULDDRUURDDLURULDLU,2.5230908394, 24 ,25108,0.2310619136," 25,108 "," 26,174 ",0.4309980869," 25,108 ","0,5,8,7,3,2,4,6,1",103
23,0.4508385280,24," 107,660 ",ULURRDDLLURRULDRDLURULL,2.2053303719, 23 ,20155,0.2280882176," 20,155 "," 20,888 ",0.4320008755," 20,155 ","6,1,5,3,4,7,8,0,2",104
19,0.2273312768,20," 38,195 ",RURDDLLURURDLDRULLU,0.9010004997, 19 ,20969,0.2285207552," 20,969 "," 21,740 ",0.4342470169," 20,969 ","3,4,8,0,6,1,5,7,2",105
25,0.4508385280,26," 143,997 ",ULDDRUULDRULLDDRULDRRULUL,2.9712717533, 25 ,20363,0.2281963520," 20,363 "," 21,106 ",0.4421255589," 20,363 ","4,6,7,1,8,0,5,2,3",106
25,0.4508385280,26," 148,955 ",ULURDLDRURDLULDRURULLDRUL,3.1787674427, 25 ,26047,0.2317107200," 26,047 "," 27,189 ",0.4474496841," 26,047 ","8,4,5,2,1,6,7,0,3",107
22,0.4507303936,23," 94,582 ",DLURRDLLURURDDLLUURDLU,2.0484232903, 22 ,22136,0.2292776960," 22,136 "," 22,989 ",0.4479994774," 22,136 ","4,1,3,8,0,6,5,7,2",108
26,0.4499193856,27," 156,364 ",DDRUULDRDLURRDLURULDRDLULU,3.0401070118, 26 ,20342,0.2281422848," 20,343 "," 21,091 ",0.4539988041," 20,342 ","0,6,7,2,4,8,3,5,1",109
16,0.0593494016,17," 13,876 ",RULLDDRRULLDRULU,0.2240021229, 16 ,26144,0.2317647872," 26,144 "," 27,293 ",0.4595119953," 26,144 ","1,2,8,3,0,5,7,4,6",110
24,0.4499193856,25," 133,400 ",LDDRUULDLDRULURDRULLDRUL,2.7532083988, 24 ,21224,0.2286829568," 21,224 "," 22,018 ",0.4620711803," 21,224 ","1,3,0,7,5,8,2,4,6",111
21,0.4478648320,22," 68,463 ",DLURULLDRRDLUURDDLLUU,1.4674568176, 21 ,21287,0.2287910912," 21,287 "," 22,093 ",0.4739999771," 21,287 ","4,1,8,3,5,0,7,2,6",112
20,0.2294398976,21," 48,204 ",RUULDRDRUULLDRRDLLUU,1.0639986992, 20 ,25212,0.2311159808," 25,212 "," 26,292 ",0.4760229588," 25,212 ","2,3,4,1,6,5,0,7,8",113
22,0.4498653184,23," 79,952 ",URURDDLURDLLURULDRDLUU,1.6349048615, 22 ,24586,0.2307375104," 24,586 "," 25,610 ",0.4819991589," 24,586 ","1,8,6,4,7,2,0,5,3",114
22,0.4498653184,23," 72,356 ",DDLUULDRURDDLLUURDDLUU,1.5142593384, 22 ,24458,0.2307375104," 24,458 "," 25,469 ",0.4829998016," 24,458 ","1,7,0,6,8,3,4,5,2",115
25,0.4508385280,26," 146,289 ",URDLDRRULULDDRRULULDRDLUU,2.9518966675, 25 ,23499,0.2300887040," 23,499 "," 24,445 ",0.4999995232," 23,499 ","8,6,2,0,5,4,1,3,7",116
19,0.2271150080,20," 35,363 ",DRDLUURDDLLURRDLUUL,0.8561697006, 19 ,24615,0.2307915776," 24,615 "," 25,655 ",0.5020003319," 24,615 ","1,0,4,6,3,5,8,7,2",117
18,0.2239250432,19," 26,167 ",RRDLULDDRRULURDLLU,0.5959997177, 18 ,26336,0.2317647872," 26,336 "," 27,516 ",0.5090007782," 26,336 ","0,5,2,3,8,1,4,6,7",118
20,0.2294398976,21," 52,015 ",RDRDLURULDLDRRUULDLU,1.1380443573, 20 ,24632,0.2307375104," 24,632 "," 25,658 ",0.5121753216," 24,632 ","0,3,8,1,5,6,4,7,2",119
19,0.2273312768,20," 35,126 ",DLURULDRDLLUURDDLUU,0.8379993439, 19 ,25355,0.2312781824," 25,355 "," 26,445 ",0.5226156712," 25,355 ","6,2,1,7,8,0,4,5,3",120
20,0.2294398976,21," 46,601 ",ULLDRUULDRURDDLURULL,1.0381412506, 20 ,26380,0.2319269888," 26,380 "," 27,539 ",0.5269982815," 26,380 ","7,3,2,8,5,4,1,6,0",121
22,0.4498112512,23," 75,916 ",DDRURDLLUURDDRULLDRULU,1.5861306190, 22 ,27656,0.2325217280," 27,656 "," 28,996 ",0.5382361412," 27,656 ","0,3,2,7,6,1,4,5,8",122
24,0.4499193856,25," 117,921 ",DDLUURDLDRULLDRULURDDLUU,2.3060915470, 24 ,27244,0.2323595264," 27,244 "," 28,500 ",0.5531811714," 27,244 ","6,8,0,4,5,3,1,7,2",123
22,0.4498112512,23," 87,395 ",RUULDRRULDDRUULLDRRULL,1.7569997311, 22 ,28338,0.2329001984," 28,338 "," 29,745 ",0.5549991131," 28,338 ","4,1,8,2,3,5,0,6,7",124
24,0.4506763264,25," 131,769 ",URDDLUULDDRULURDRULDDLUU,2.5834560394, 24 ,26710,0.2320891904," 26,710 "," 27,891 ",0.5569984913," 26,710 ","3,7,4,6,0,5,2,8,1",125
18,0.2237628416,19," 23,707 ",RUURDLLDRRUULDRULL,0.3870005608, 18 ,19992,0.2279260160," 19,992 "," 20,701 ",0.5630862713," 19,992 ","1,8,5,2,6,4,0,3,7",126
19,0.2272772096,20," 34,370 ",DLULURRDLLURDDRUULL,0.5739989281, 19 ,31957,0.2351169536," 31,957 "," 33,697 ",0.5640816689," 31,957 ","2,3,1,8,4,0,6,7,5",127
26,0.4499193856,27," 159,688 ",UULLDDRUULDDRRULULDDRRUULL,3.2779965401, 26 ,27196,0.2323595264," 27,196 "," 28,419 ",0.5785391331," 27,196 ","8,5,7,4,3,6,2,1,0",128
