,Column Labels,,,,,,,,,,,,,,,,,,,21494.66667,40.00290958,4.937382115,,,,,RAM,RAM,RAM,Path Cost,Path Cost,Path Cost,Max Depth,Max Depth,Max Depth,Search Depth,Search Depth,Search Depth,Expanded Nodes,Expanded Nodes,Expanded Nodes
,Run Time,,,Path Cost,,,Max Depth,,,Search Depth,,,Expanded Nodes,,,RAM,,,,8103.666667,47.13163519,4.863846145,Starting Grid,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS
Row Labels,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,,14853.33333,32.03324485,3.489631066,45812763,109.0007615,7.530999899,3.476967335,0.536712646,8.075897217,4.333206177,28,28,64428,28,29,64438,28,28,64428,8873,179427,85402
614508723,0.0090,0.6490,0.1730,16,16,"3,376",16,17,"3,376",16,16,"3,376",41,"11,961","3,468",0.00,0.55,0.52,,13236.33333,2.11428078,-0.294839722,72153648,7.680937529,4.72500062,6.754999399,0.137672424,4.190200806,8.24206543,24,24,17670,24,25,65982,24,24,17670,2840,116896,167036
615347802,6.0590,4.3730,,23,23,,23,24,,23,23,,"1,718","107,660",,0.13,4.20,,,15095.33333,1.024332523,-0.29693511,528647031,0.939000368,3.225561857,2.00799942,0.035102844,4.189697266,2.230484009,22,22,40046,22,23,40046,22,22,40046,685,82393,43430
615738204,4.5225,4.7130,0.4660,23,23,"11,773",23,24,"11,773",23,23,"11,773","1,535","107,856","12,096",0.13,4.20,0.57,,7195,5.550674597,-0.300995064,208457136,0.00200057,0.76684165,5.57400012,0.002471924,2.063308716,8.239044189,17,17,39675,17,18,66123,17,17,39675,26,15204,146812
617528304,0.3160,3.4030,3.9420,21,21,"66,013",21,22,"66,123",21,21,"66,013",445,"78,369","100,631",0.03,4.17,4.34,,14153.33333,1.520797571,-0.302722669,14586372,0.034999371,0.932998896,2.104999304,0.00868988,2.084960938,2.255661011,18,18,45250,18,19,45250,18,18,45250,102,25106,50296
620354817,12.4180,5.0250,0.2650,24,24,"6,366",24,25,"6,366",24,24,"6,366","2,430","131,250","6,532",0.14,4.19,0.54,,11886,2.826221307,-0.303102879,324167508,5.788025856,4.60699892,6.256999016,0.133872986,4.198760986,8.239044189,23,23,21539,23,24,66123,23,23,21539,1851,109904,163777
620748153,0.0940,1.9850,5.6520,20,20,"43,244",20,21,"66,488",20,20,"43,244",201,"49,032","142,883",0.01,2.14,4.34,,6021,6.190426588,-0.305630175,862307415,0.152000904,2.402393341,2.007998466,0.033111572,2.149414063,2.24206543,20,20,42420,20,21,42420,20,20,42420,285,55803,46241
621304578,0.7170,1.9227,5.9935,20,20,"24,936",20,21,"66,122",20,20,"24,936",636,"50,465","160,893",0.03,2.15,8.24,,10477.33333,3.591837565,-0.308911467,315704826,0.216664553,2.31499958,5.946999788,0.033935547,2.148910522,8.239044189,20,20,35618,20,21,66122,20,20,35618,451,51617,151010
621570834,,6.5507,2.4483,,25,"53,681",,26,"53,681",,25,"53,681",,"157,964","62,017",,4.20,4.29,,10147,3.780816634,-0.309115445,806712543,10.80650997,6.957770586,0.806999207,0.136253357,8.073379517,2.11114502,27,27,18009,27,28,18009,27,27,18009,2510,171338,18617
621780453,0.2250,1.5750,1.0847,19,19,"25,355",19,20,"25,355",19,19,"25,355",290,"35,126","26,445",0.03,2.12,2.15,,13264.66667,1.974333048,-0.310000584,32576481,0.779999256,3.869512558,6.126000881,0.034667969,4.189697266,8.24206543,22,22,31388,22,23,65982,22,22,31388,620,93636,155109
627035184,0.3580,2.6069,3.1480,21,21,"58,731",21,22,"58,731",21,21,"58,731",405,"62,614","70,837",0.03,2.17,4.31,,13073.66667,1.969588518,-0.324103885,201345876,5.659999371,4.405450106,1.277000427,0.132881165,4.198760986,2.181640625,23,23,30395,23,24,30395,23,23,30395,1707,103642,31923
628730145,3.7860,4.6120,3.5235,23,23,"65,265",23,24,"65,291",23,23,"65,265","1,404","105,197","89,927",0.13,4.20,4.34,,10214.33333,3.619490306,-0.324137809,274156038,1.149000406,2.97799921,1.795999527,0.035102844,4.189697266,2.229476929,22,22,39750,22,23,39750,22,22,39750,737,75187,43069
630184257,0.1450,3.4836,2.9630,22,22,"57,528",22,23,"57,528",22,22,"57,528",261,"83,761","68,437",0.03,4.19,4.31,,11255.66667,2.979471922,-0.328927144,362078415,1.099803925,3.080961943,1.727999687,0.035102844,4.171066284,2.226455688,21,21,39179,21,22,39179,21,21,39179,778,73435,42272
630215874,4.3590,4.8427,2.7470,24,24,"54,674",24,25,"54,674",24,24,"54,674","1,491","118,847","63,483",0.13,4.19,4.30,,14939.33333,0.839999596,-0.330589835,673180542,3.105510235,6.402961969,1.349998713,0.131996155,4.198760986,2.182647705,25,25,30593,25,26,30593,25,25,30593,1335,151744,32155
631275480,0.0610,1.2720,,18,18,,18,19,,18,18,,199,"24,775",,0.01,2.08,,,9258.333333,4.110222022,-0.331619736,407615238,2.925999403,4.515746117,1.496670246,0.131210327,4.198760986,2.198760986,23,23,33721,23,24,33721,23,23,33721,1277,108400,35743
631720458,0.0020,0.1120,2.9350,13,13,"56,803",13,14,"56,803",13,13,"56,803",17,"2,993","67,528",0.00,0.14,4.31,,10025.33333,3.65132006,-0.333613154,326715048,0.029999495,0.40299964,2.086999655,0.00868988,0.544174194,2.253646851,16,16,44786,16,17,44786,16,16,44786,94,11231,49699
631802547,0.0090,0.5800,4.5980,16,16,"59,122",16,17,"66,122",16,16,"59,122",70,"12,664","120,469",0.01,0.55,4.34,,12879.66667,1.995237112,-0.334691401,176043582,4.815999746,6.319666386,1.194999933,0.131996155,4.198760986,2.166534424,25,25,27725,25,26,27725,25,25,27725,1465,156791,29074
632187054,0.0290,0.9489,3.5410,18,18,"63,858",18,19,"63,858",18,18,"63,858",92,"26,622","83,335",0.01,2.09,4.33,,13315.66667,1.741135677,-0.334995258,836214570,2.835999727,6.852999449,1.264961004,0.131210327,4.190200806,2.179626465,26,26,30024,26,27,30024,26,26,30024,1215,164985,31504
632751840,0.0110,0.5390,3.6257,16,16,"60,378",16,17,"60,378",16,16,"60,378",73,"10,982","74,561",0.01,0.54,4.32,,11612.66667,2.674333254,-0.341084052,134865702,0.65599966,3.233998299,2.095713377,0.034667969,4.171569824,2.223434448,21,21,38597,21,22,38597,21,21,38597,585,74181,41598
634570821,0.8490,4.5182,3.4130,23,23,"63,217",23,24,"63,217",23,23,"63,217",652,"111,880","81,486",0.03,4.20,4.33,,10975,3.008333047,-0.345255922,203675481,0.496999502,2.985201597,1.741205931,0.033630371,4.171569824,2.229980469,21,21,39905,21,22,39905,21,21,39905,454,72053,43122
635217048,0.7971,2.9830,4.2050,22,22,"65,648",22,23,"65,982",22,22,"65,648",731,"74,100","101,669",0.04,4.19,4.34,,1511.666667,8.358824333,-0.35887014,24587136,0.018000126,1.880999804,6.123999834,0.008811951,2.136322021,8.24206543,20,20,34798,20,21,65982,20,20,34798,112,40994,151946
635847102,1.0100,4.6730,3.1372,23,23,"60,819",23,24,"60,819",23,23,"60,819",848,"110,374","75,498",0.04,4.20,4.32,,14160.66667,1.046067953,-0.360436076,561382407,0.487000465,2.545999527,5.991999149,0.035102844,2.172576904,8.239044189,21,21,32883,21,22,66123,21,21,32883,727,60416,153736
637402581,23.9515,6.7764,3.7285,26,26,"64,224",26,27,"64,224",26,26,"64,224","3,630","169,125","85,092",0.52,8.09,4.33,,3146.666667,7.378976901,-0.363317506,786041235,17.68251204,7.208961964,0.184998989,0.139266968,8.071868896,0.529067993,27,27,4481,27,28,4481,27,27,4481,3133,175109,4598
637815042,0.4470,3.1900,0.3240,22,22,"7,922",22,23,"7,922",22,22,"7,922",447,"72,599","8,148",0.03,4.19,0.55,,14426.66667,0.803333124,-0.371380331,162308475,0.346000195,0.852203131,1.940000534,0.033630371,2.091003418,2.24206543,18,18,42446,18,19,42446,18,18,42446,389,23503,46272
638147502,0.6270,4.9840,5.1080,23,23,"50,723",23,24,"66,123",23,23,"50,723",621,"123,006","133,667",0.03,4.20,4.34,,8919.333333,3.941994111,-0.376253922,241635870,15.70899916,6.002932072,0.424999475,0.137672424,4.190200806,0.559280396,24,24,9392,24,25,9392,24,24,9392,2728,136067,9641
640371528,6.2520,4.8779,0.4350,24,24,"10,014",24,25,"10,014",24,24,"10,014","1,794","118,818","10,278",0.13,4.19,0.56,,11888.33333,2.193836927,-0.380508916,32684175,0.006999016,0.348000526,2.054999828,0.002548218,0.140975952,2.24659729,14,14,43252,14,15,43252,14,14,43252,36,2988,47610
640713852,0.0070,0.9640,3.9242,18,18,"65,600",18,19,"65,600",18,18,"65,600",58,"18,939","88,829",0.01,2.08,4.34,,14139,0.815954526,-0.390196695,374605281,5.260998964,5.378014803,1.186968565,0.132881165,4.197753906,2.161499023,24,24,26710,24,25,26710,24,24,26710,1704,131769,27891
643517082,1.5700,4.7846,4.1735,24,24,"65,198",24,25,"65,982",24,24,"65,198",911,"120,317","104,568",0.13,4.19,4.34,,9601.333333,3.40700984,-0.39359729,602348517,0.070000172,0.638999939,5.872510672,0.00894928,0.561294556,8.239044189,17,17,35631,17,18,66123,17,17,35631,155,14050,150971
645082137,0.1450,1.4930,3.3422,19,19,"63,419",19,20,"63,419",19,19,"63,419",320,"32,742","81,377",0.03,2.12,4.33,,13923.33333,0.901666721,-0.394950361,325674108,0.239000082,0.238000154,1.970863342,0.008811951,0.530578613,2.24156189,15,15,42387,15,16,42387,15,15,42387,113,6871,46201
645730128,0.0690,1.6585,1.2360,19,19,"29,861",19,20,"29,861",19,19,"29,861",163,"38,895","31,325",0.01,2.12,2.18,,12103.33333,1.951342344,-0.395034105,748165320,0.593000174,3.772028923,5.856000423,0.034667969,4.189697266,8.239044189,22,22,28760,22,23,66126,22,22,28760,587,92284,157579
648051372,2.7280,4.4700,6.5820,23,23,"18,189",23,24,"66,056",23,23,"18,189","1,623","105,283","166,648",0.13,4.20,8.24,,13409,1.181007783,-0.397095885,85361724,0.055000067,0.753999472,1.896000624,0.008811951,2.079925537,2.239044189,18,18,41734,18,19,41734,18,18,41734,125,20427,45571
648235170,0.4230,3.6050,3.9500,22,22,"65,950",22,23,"65,961",22,22,"65,950",586,"89,442","95,563",0.03,4.19,4.34,,12617.66667,1.628858407,-0.398180687,580126734,0.474999428,3.784000158,1.595027447,0.033935547,4.189697266,2.211349487,22,22,36266,22,23,36266,22,22,36266,457,93763,38707
648731502,8.1360,4.7459,2.2850,25,23,"44,295",25,24,"44,299",25,23,"44,295","2,085","118,789","48,608",0.13,4.20,2.25,,13934,0.774999619,-0.409732822,478120653,0.193999529,1.45802474,1.890999079,0.032707214,2.11416626,2.231491089,19,19,40189,19,20,40189,19,19,40189,256,31267,43465
650382471,0.8170,3.5460,3.4470,22,22,"63,994",22,23,"64,004",22,22,"63,994",874,"78,647","82,631",0.13,4.19,4.33,,11461.66667,2.171041409,-0.413509805,805214376,0.602999926,2.613575935,1.669999361,0.033935547,2.172576904,2.219406128,21,21,37811,21,22,37811,21,21,37811,514,61607,40595
650784123,0.9430,4.8965,0.2027,24,24,"5,416",24,25,"5,416",24,24,"5,416",737,"117,612","5,555",0.04,4.19,0.53,,12461,1.505055348,-0.42445773,357214680,0.015999794,0.33100009,1.977998972,0.008583069,0.537124634,2.239044189,16,16,41770,16,17,41770,16,16,41770,63,7559,45462
651732084,0.5060,1.8570,2.5092,20,20,"51,370",20,21,"51,370",20,20,"51,370",500,"43,744","59,016",0.03,2.14,4.28,,12517.33333,1.421102365,-0.430767833,325067418,0.114999056,0.62212491,5.776000261,0.032707214,2.064315796,8.24206543,17,17,34351,17,18,66056,17,17,34351,224,15753,152538
652387140,10.5820,3.5329,1.5920,24,22,"36,222",24,23,"36,222",24,22,"36,222","2,332","84,130","38,673",0.14,4.19,2.21,,11431.33333,2.033501943,-0.432528402,416783502,0.149998903,2.745167255,1.619999886,0.032897949,4.171569824,2.217391968,21,21,37341,21,22,37341,21,21,37341,272,67120,40018
653048271,0.1630,5.0728,4.1420,23,23,"64,507",23,24,"66,056",23,23,"64,507",383,"111,581","106,577",0.03,4.20,4.34,,3663.666667,6.48035868,-0.436946629,182463750,0.274810791,2.357999563,1.63049674,0.033630371,2.136825562,2.217895508,20,20,37512,20,21,37512,20,20,37512,412,54765,40224
657210348,0.5538,2.3948,5.2120,21,21,"52,061",21,22,"66,125",21,21,"52,061",534,"59,541","131,818",0.03,2.17,4.34,,4486.333333,5.785068671,-0.463995741,84327615,0.981999874,3.528505325,1.590000629,0.035102844,4.189697266,2.201278687,22,22,34250,22,23,34250,22,22,34250,720,82631,36452
657823041,0.4996,6.0570,5.7750,24,24,"47,854",24,25,"65,982",24,24,"47,854",542,"129,665","137,697",0.03,4.19,4.34,,12983,0.858000199,-0.466874991,602453871,13.00699902,5.893077374,0.540999651,0.136253357,4.198760986,0.568847656,25,25,10941,25,26,10941,25,25,10941,2553,144818,11243
658014723,0.1230,3.2377,3.1820,21,21,"61,891",21,22,"61,891",21,21,"61,891",235,"75,172","77,588",0.03,4.17,4.33,,8318.333333,3.545525233,-0.467432774,706384215,9.650024891,7.196181059,0.509000063,0.136253357,8.073379517,2.083953857,27,27,13405,27,28,13405,27,27,13405,2378,178184,13792
658072314,1.3470,4.4755,0.3650,23,23,"9,215",23,24,"9,215",23,23,"9,215",853,"112,011","9,477",0.04,4.20,0.56,,11469,1.696160714,-0.471241744,314870562,0.010000467,0.828999996,1.735000134,0.008491516,2.068344116,2.224945068,17,17,38915,17,18,38915,17,17,38915,49,19690,41985
658107243,0.1690,3.9710,0.7470,22,22,"17,818",22,23,"17,818",22,22,"17,818",268,"102,204","18,412",0.03,4.20,2.11,,11304.66667,1.733620008,-0.478280335,451380726,5.325999975,4.29457593,1.015999794,0.132881165,4.198760986,2.151428223,23,23,24909,23,24,24909,23,23,24909,1654,108819,25975
671324085,0.4650,1.8579,2.2200,20,20,"48,274",20,21,"48,274",20,20,"48,274",455,"41,473","54,337",0.03,2.14,4.27,,10504.66667,2.130000432,-0.486292244,267150438,0.440000296,3.15648222,1.491999626,0.033630371,4.171066284,2.202285767,21,21,34365,21,22,34365,21,21,34365,438,71040,36482
671580423,6.5690,6.0360,2.3325,25,25,"51,491",25,26,"51,491",25,25,"51,491","1,938","151,496","58,605",0.13,4.20,4.28,,9082.666667,2.941800276,-0.487379635,318476520,0.798000097,2.957998276,1.44486165,0.034667969,4.189697266,2.199768066,22,22,33870,22,23,33870,22,22,33870,620,73197,35902
673180542,3.1055,6.4030,1.3500,25,25,"30,593",25,26,"30,593",25,25,"30,593","1,335","151,744","32,155",0.13,4.20,2.18,,7974.666667,3.552358786,-0.490923467,210475368,0.144000053,0.297000647,5.949000597,0.032707214,0.538635254,8.239044189,16,16,31482,16,17,66488,16,16,31482,220,8415,155064
674012385,0.1130,0.5760,0.4160,17,17,"8,997",17,18,"8,997",17,17,"8,997",175,"13,195","9,255",0.01,0.56,0.56,,5696.333333,4.866069635,-0.491065856,857436210,1.044999838,6.607194901,1.173206091,0.035102844,4.190200806,2.164016724,26,26,27196,26,27,27196,26,26,27196,749,159688,28419
675041328,9.3431,6.0885,4.1410,25,25,"65,677",25,26,"66,056",25,25,"65,677","3,141","145,570","102,633",0.14,4.20,4.34,,12825.66667,0.734979073,-0.493103314,725648310,0.985562563,3.606513739,6.065000057,0.129890442,4.189697266,8.239044189,22,22,23880,22,23,66126,22,22,23880,989,73715,161795
678435012,47.8198,7.3455,3.9690,28,28,"65,832",28,29,"65,982",28,28,"65,832","6,478","179,819","99,982",0.53,8.08,4.34,,12664.66667,0.827000062,-0.493213139,237016458,9.221509933,4.64696455,0.729734421,0.134994507,4.198760986,2.105102539,25,23,17041,25,24,17041,25,23,17041,2222,116945,17611
680453172,1.5990,4.7886,1.1339,24,24,"27,244",24,25,"27,244",24,24,"27,244",915,"117,921","28,500",0.13,4.19,2.16,,9233.333333,2.795622905,-0.494644404,102478536,0.062998533,0.468000412,1.673938274,0.00894928,0.559783936,2.222427368,17,17,38443,17,18,38443,17,17,38443,145,13131,41407
680473125,4.6980,6.5225,4.3235,26,26,"65,024",26,27,"66,488",26,26,"65,024","1,683","164,626","106,187",0.13,4.19,4.34,,10740,1.918666204,-0.495555716,351867420,0.004999638,0.702000618,1.773999929,0.002471924,0.543167114,2.220413208,16,16,37962,16,17,37962,16,16,37962,28,10565,40795
680731245,12.6191,6.6693,4.9555,26,26,"53,520",26,27,"66,488",26,26,"53,520","2,876","166,466","130,206",0.14,8.08,4.34,,6078.333333,4.593332688,-0.497478411,32761458,3.841999769,3.073999882,1.470869064,0.131996155,4.189697266,2.165527344,22,22,27656,22,23,27656,22,22,27656,1389,75916,28996
681530427,0.6090,4.1560,3.0713,23,23,"60,581",23,24,"60,581",23,23,"60,581",669,"98,828","75,026",0.03,4.20,4.32,,8165.333333,3.318104823,-0.506160433,842531067,1.114999771,3.176000357,1.464998484,0.035102844,4.189697266,2.190200806,22,22,32176,22,23,32176,22,22,32176,745,72806,34082
681543720,0.1410,3.4812,4.9850,22,22,"59,370",22,23,"66,126",22,22,"59,370",361,"80,665","119,929",0.03,4.19,4.34,,12140.33333,0.995332877,-0.509683375,648051372,2.727998734,4.469999552,6.581999779,0.132881165,4.198760986,8.24206543,23,23,18189,23,24,66056,23,23,18189,1623,105283,166648
682571034,26.7165,6.5239,1.8400,26,26,"40,724",26,27,"40,724",26,26,"40,724","3,735","161,546","44,285",0.52,4.19,2.23,,5127.666667,4.977329572,-0.517675373,410786352,0.83080554,3.149998903,5.973510027,0.035102844,4.189697266,8.239044189,22,22,24452,22,23,66488,22,22,24452,687,73108,161352
683201574,0.0330,2.2070,5.3770,20,20,"46,980",20,21,"66,122",20,20,"46,980",101,"50,847","138,491",0.01,2.15,4.34,,12563.66667,0.674333413,-0.519089957,104786325,0.105999947,1.315999269,1.563999414,0.009101868,2.11265564,2.212356567,19,19,36383,19,20,36383,19,19,36383,193,30859,38869
684231507,0.3490,4.4570,4.0560,23,23,"65,655",23,24,"65,659",23,23,"65,655",612,"111,120","92,756",0.03,4.20,4.34,,9460.666667,2.356657108,-0.532396564,751680234,7.748000145,6.521988392,0.662000179,0.134994507,4.198760986,2.095535278,25,25,15333,25,26,15333,25,25,15333,2103,158953,15800
684315720,6.4180,5.1130,2.7213,24,24,"55,284",24,25,"55,284",24,24,"55,284","1,823","125,347","64,752",0.13,4.19,4.30,,8385.333333,2.941161553,-0.536823764,302457618,0.041000366,0.293000937,1.688998938,0.00868988,0.533599854,2.218902588,15,15,37661,15,16,37661,15,15,37661,103,8212,40404
685034217,6.6570,5.8095,2.5890,25,25,"55,495",25,26,"55,495",25,25,"55,495","1,883","142,337","65,083",0.13,4.20,4.30,,12317,0.671748757,-0.536869086,418235067,2.262998581,3.601973772,1.20499897,0.130508423,4.189697266,2.169052124,22,22,28338,22,23,28338,22,22,28338,1086,87395,29745
685420173,1.9975,4.2308,,23,23,,23,24,,23,23,,938,"104,165",,0.13,4.20,,,10658.33333,1.61294206,-0.538838632,58732461,2.602000952,5.12748313,1.094000578,0.131210327,4.190200806,2.151931763,24,24,25108,24,25,25108,24,24,25108,1153,125693,26174
701265438,1.2020,3.3200,2.3252,21,21,"50,013",21,22,"50,013",21,21,"50,013",770,"78,063","56,380",0.04,4.17,4.28,,9097.333333,2.507149537,-0.539657637,104635872,0.314999104,,1.028498411,0.033630371,,2.149414063,19,,24615,19,,24615,19,,24615,365,,25655
703241685,0.0540,0.8400,4.1170,17,17,"65,599",17,18,"66,123",17,17,"65,599",181,"14,676","103,368",0.01,2.06,4.34,,8325.333333,2.877748251,-0.548849869,241057683,0.916999817,2.589999676,1.331826687,0.034667969,2.172576904,2.189193726,21,21,31933,21,22,31933,21,21,31933,638,61785,33777
703521684,0.4890,3.2670,3.9755,21,21,"65,601",21,22,"66,123",21,21,"65,601",569,"78,453","103,381",0.03,4.17,4.34,,7242,3.452613115,-0.555025842,680453172,1.598999977,4.788586617,1.133862019,0.129341125,4.190200806,2.164016724,24,24,27244,24,25,27244,24,24,27244,915,117921,28500
703615824,1.0140,4.2030,5.0360,23,23,"59,417",23,24,"66,123",23,23,"59,417",947,"99,283","119,864",0.13,4.20,4.34,,8924.666667,2.32899944,-0.573733817,621304578,0.717000723,1.922733545,5.993510485,0.034667969,2.148910522,8.239044189,20,20,24936,20,21,66122,20,20,24936,636,50465,160893
706384215,9.6500,7.1962,0.5090,27,27,"13,405",27,28,"13,405",27,27,"13,405","2,378","178,184","13,792",0.14,8.07,2.08,,11019.33333,1.111333768,-0.574812251,51786243,3.210998297,6.227840662,0.919000387,0.131210327,4.190200806,2.132293701,26,26,21674,26,27,21674,26,26,21674,1361,159416,22530
710543826,4.6855,7.1534,2.8995,26,26,"56,748",26,27,"56,748",26,26,"56,748","1,616","165,028","67,044",0.13,4.19,4.30,,11686,0.721000036,-0.57549759,24658317,0.104999065,0.889999628,5.991999626,0.032707214,2.082443237,8.24206543,18,18,26738,18,19,65982,18,18,26738,230,22990,159293
710562348,0.1430,1.0680,1.2920,18,18,"31,486",18,19,"31,486",18,18,"31,486",221,"25,527","33,260",0.03,2.09,2.19,,11357.33333,0.883280039,-0.578858613,145260738,0.237000465,1.694999218,1.402001619,0.018203735,4.136688232,4.205169678,34,34,32990,34,36,32990,34,34,32990,392,38386,34020
710835624,1.2430,3.4875,3.2830,22,22,"62,326",22,23,"62,356",22,22,"62,326",793,"81,232","78,577",0.04,4.19,4.33,,8829.333333,2.301155011,-0.583898204,32478156,0.027000427,0.540999651,1.595000029,0.008583069,0.540145874,2.205307007,16,16,35026,16,17,35026,16,16,35026,80,9107,37382
712843650,0.0640,1.0166,2.7010,18,18,"53,158",18,19,"53,158",18,18,"53,158",157,"25,594","61,177",0.01,2.09,4.29,,10665,1.193632364,-0.589801167,270153468,0.081000328,1.076839685,1.492000103,0.00894928,2.084960938,2.199768066,18,18,34036,18,19,34036,18,18,34036,148,25000,36162
712864305,0.3020,1.5217,2.3680,19,19,"47,813",19,20,"47,813",19,19,"47,813",352,"33,387","53,251",0.03,2.11,2.27,,8560,2.232340574,-0.61140601,158674230,0.021999121,0.818466187,6.062999725,0.008583069,2.080429077,8.239044189,18,18,26452,18,19,66126,18,18,26452,77,20916,159554
713042856,0.1700,2.9560,4.3570,21,21,"62,115",21,22,"66,056",21,21,"62,115",379,"72,703","113,778",0.03,4.17,4.34,,2138,5.902666489,-0.615814391,231840675,0.343999386,1.910899162,1.325998545,0.033630371,2.11668396,2.189697266,19,19,31957,19,20,31957,19,19,31957,378,34370,33697
713048526,0.6860,4.0020,2.3910,23,23,"50,687",23,24,"50,687",23,23,"50,687",596,"101,526","57,518",0.03,4.20,4.28,,7090.666667,2.875841061,-0.636488617,540127638,1.871997595,3.782024622,1.042999506,0.069335938,4.273651123,4.159851074,40,40,25600,40,42,25600,40,40,25600,1292,90306,26292
714582630,0.6240,4.0100,4.5170,22,22,"61,324",22,23,"66,126",22,22,"61,324",717,"93,939","115,990",0.04,4.19,4.34,,7407,2.670988639,-0.63922283,620354817,12.41799951,5.024999142,0.26500082,0.136253357,4.190200806,0.540649414,24,24,6366,24,25,6366,24,24,6366,2430,131250,6532
714825603,1.7950,3.5483,3.2180,23,21,"62,253",23,22,"62,253",23,21,"62,253",982,"78,649","78,870",0.13,4.17,4.33,,8012.333333,2.310998917,-0.640527954,130758246,2.358999729,5.351523876,0.916999578,0.130508423,4.190200806,2.129776001,24,24,21224,24,25,21224,24,24,21224,1136,133400,22018
715820364,0.8310,3.1530,0.0150,21,21,395,21,22,395,21,21,395,667,"78,415",404,0.04,4.17,0.03,,1008,6.334071239,-0.642891489,307541268,2.219999552,4.783966064,1.009000301,0.130508423,4.198760986,2.135818481,23,23,22175,23,24,22175,23,23,22175,1101,121665,23030
716435028,1.3520,4.9342,4.6410,24,24,"60,712",24,25,"65,982",24,24,"60,712","1,091","117,772","117,731",0.13,4.19,4.34,,6869.333333,2.949999571,-0.643060668,258340617,0.00399828,0.102999687,6.825998783,0.002548218,0.137451172,8.239044189,13,13,24011,13,14,66125,13,13,24011,42,2347,161682
718325064,1.8210,2.9451,3.3900,22,22,"63,132",22,23,"63,132",22,22,"63,132",985,"74,297","81,111",0.13,4.19,4.33,,10507.33333,0.8343424,-0.645034926,67841352,12.52900028,6.364213467,0.108999968,0.137672424,4.190200806,0.144500732,26,26,2972,26,27,2972,26,26,2972,2551,156342,3052
720165834,0.0180,1.1700,4.1030,18,18,"63,510",18,19,"66,488",18,18,"63,510",105,"26,377","111,102",0.01,2.09,4.34,,7426,2.53266565,-0.654845121,235701486,0.210000038,2.481999397,6.157999277,0.033111572,2.149414063,8.239044189,20,20,20568,20,21,66122,20,20,20568,323,62993,164617
723648015,4.4750,5.2121,2.7040,24,24,"55,974",24,25,"55,974",24,24,"55,974","1,503","128,785","66,226",0.13,4.19,4.30,,4221.333333,4.30884107,-0.663836648,710562348,0.142999887,1.06799984,1.292027473,0.032707214,2.085464478,2.186676025,18,18,31486,18,19,31486,18,18,31486,221,25527,33260
723648150,27.0320,6.5544,2.1930,26,26,"48,738",26,27,"48,738",26,26,"48,738","3,669","163,175","54,566",0.52,4.19,4.27,,9966.333333,0.987839619,-0.664504836,610752834,0.033999205,0.838998556,6.724999189,0.00894928,2.079925537,8.239044189,18,18,22242,18,19,66488,18,18,22242,165,20735,163256
723654108,2.4200,5.0096,2.5760,23,23,"52,833",23,24,"52,835",23,23,"52,833","1,114","123,199","60,653",0.13,4.20,4.29,,6804.333333,2.731999795,-0.674403033,247368015,7.101999521,5.32952404,0.494999647,0.133872986,4.190200806,2.078918457,24,24,12616,24,25,12616,24,24,12616,1828,132864,12972
724506831,12.2180,7.1376,4.8610,26,26,"62,140",26,27,"66,122",26,26,"62,140","2,535","171,711","114,207",0.14,8.09,4.34,,7149.333333,2.519990603,-0.675985751,645730128,0.069000721,1.658518076,1.236000061,0.009101868,2.11769104,2.178619385,19,19,29861,19,20,29861,19,19,29861,163,38895,31325
724830615,0.0530,1.4472,4.1675,19,19,"66,051",19,20,"66,074",19,19,"66,051",135,"28,602","96,158",0.01,2.11,4.34,,8833,1.496186256,-0.682379856,467180523,1.632000685,5.747999668,0.815999031,0.129890442,4.198760986,2.125244141,25,25,20363,25,26,20363,25,25,20363,946,143997,21106
725648310,0.9856,3.6065,6.0650,22,22,"23,880",22,23,"66,126",22,22,"23,880",989,"73,715","161,795",0.13,4.19,8.24,,3631.666667,4.459236701,-0.687132234,240781365,2.460000038,4.157973051,0.94199872,0.130508423,4.189697266,2.130783081,22,22,21404,22,23,21404,22,22,21404,1095,90463,22213
725680413,0.3540,3.0036,1.1310,21,21,"26,457",21,22,"26,457",21,21,"26,457",408,"75,497","27,624",0.03,4.17,2.16,,4659.333333,3.851986965,-0.688869508,725680413,0.35400033,3.00355792,1.131000519,0.033630371,4.171066284,2.159988403,21,21,26457,21,22,26457,21,21,26457,408,75497,27624
725684013,3.8120,5.3587,4.2950,24,24,"65,688",24,25,"65,982",24,24,"65,688","1,426","135,422","101,563",0.13,4.19,4.34,,8167.333333,1.705496232,-0.703828944,236851704,6.661999941,6.255709648,0.460000515,0.133872986,4.198760986,0.568344116,25,25,10845,25,26,10845,25,25,10845,1879,144067,11146
726185034,0.2640,3.7975,2.9390,22,22,"57,892",22,23,"57,892",22,22,"57,892",365,"93,820","69,453",0.03,4.19,4.31,,9887.666667,0.663332939,-0.709879328,475168032,5.49099946,5.496961832,0.567999601,0.133872986,4.190200806,2.086975098,24,24,13930,24,25,13930,24,24,13930,1695,131753,14331
